complaintid,citizenid,departmentid,categoryid,complaintdetails,complaintstatus,created_at
CMP01275,C0801,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-02-18 00:00:00
CMP01276,C0257,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-01-08 00:00:00
CMP01277,C0364,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-09-18 00:00:00
CMP01278,C0353,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-04-06 00:00:00
CMP01279,C0672,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-08-29 00:00:00
CMP01280,C0411,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-07-27 00:00:00
CMP01281,C0361,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-16 00:00:00
CMP01282,C0941,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-04-07 00:00:00
CMP01283,C0985,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-09-26 00:00:00
CMP01284,C0658,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-09-21 00:00:00
CMP01285,C0652,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-10-23 00:00:00
CMP01286,C0804,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-04-01 00:00:00
CMP01287,C0490,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-10-21 00:00:00
CMP01288,C0870,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-07-14 00:00:00
CMP01289,C0009,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-08-16 00:00:00
CMP01290,C0495,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-08-13 00:00:00
CMP01291,C0181,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-02-21 00:00:00
CMP01292,C0603,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-08-21 00:00:00
CMP01293,C0603,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-01-10 00:00:00
CMP01294,C0586,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-05-24 00:00:00
CMP01295,C0606,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-07-03 00:00:00
CMP01296,C0183,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-07-08 00:00:00
CMP01297,C0673,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-03-15 00:00:00
CMP01298,C0081,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-07-05 00:00:00
CMP01299,C0009,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-05-17 00:00:00
CMP01300,C0456,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-06-08 00:00:00
CMP01301,C0938,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-06-10 00:00:00
CMP01302,C0192,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-06-27 00:00:00
CMP01303,C0110,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-05-10 00:00:00
CMP01304,C0604,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-06-13 00:00:00
CMP01305,C0636,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-01-26 00:00:00
CMP01306,C0672,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-03-21 00:00:00
CMP01307,C0329,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-09-26 00:00:00
CMP01308,C0261,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-05-20 00:00:00
CMP01309,C0846,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-15 00:00:00
CMP01310,C0893,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-08-06 00:00:00
CMP01311,C0916,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-07-28 00:00:00
CMP01312,C0597,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-03-08 00:00:00
CMP01313,C0119,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-07-21 00:00:00
CMP01314,C0407,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-08-06 00:00:00
CMP01315,C0455,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-03-11 00:00:00
CMP01316,C0265,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-01-28 00:00:00
CMP01317,C0055,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-07-10 00:00:00
CMP01318,C0347,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-04-30 00:00:00
CMP01319,C0841,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-09-14 00:00:00
CMP01320,C0209,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-01-29 00:00:00
CMP01321,C0365,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-01-22 00:00:00
CMP01322,C0076,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-03-02 00:00:00
CMP01323,C0279,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-03-03 00:00:00
CMP01324,C0380,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-08-10 00:00:00
CMP01325,C0297,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-08-02 00:00:00
CMP01326,C0643,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-05-08 00:00:00
CMP01327,C0705,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-04-05 00:00:00
CMP01328,C0019,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-04-07 00:00:00
CMP01329,C0514,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-09-01 00:00:00
CMP01330,C0753,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-09-27 00:00:00
CMP01331,C0858,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-01-02 00:00:00
CMP01332,C0538,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-10-15 00:00:00
CMP01333,C0687,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-07-15 00:00:00
CMP01334,C0188,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-02-03 00:00:00
CMP01335,C0220,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-02-08 00:00:00
CMP01336,C0629,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-03-31 00:00:00
CMP01337,C0413,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-01-28 00:00:00
CMP01338,C0283,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-08-28 00:00:00
CMP01339,C0947,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-06-21 00:00:00
CMP01340,C0853,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-08-23 00:00:00
CMP01341,C0192,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-09-21 00:00:00
CMP01342,C0136,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-03-12 00:00:00
CMP01343,C0843,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-08-15 00:00:00
CMP01344,C0452,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-08-12 00:00:00
CMP01345,C0838,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-08-02 00:00:00
CMP01346,C0794,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-05-07 00:00:00
CMP01347,C0715,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-02-17 00:00:00
CMP01348,C0416,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-05-09 00:00:00
CMP01349,C0044,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-10-19 00:00:00
CMP01350,C0400,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-05-07 00:00:00
CMP01351,C0376,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-04-22 00:00:00
CMP01352,C0564,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-09-10 00:00:00
CMP01353,C0602,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-05-31 00:00:00
CMP01354,C0290,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-04-27 00:00:00
CMP01355,C0582,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-01-03 00:00:00
CMP01356,C0281,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-08-07 00:00:00
CMP01357,C0931,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-07-06 00:00:00
CMP01358,C0849,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-06-17 00:00:00
CMP01359,C0524,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-06-24 00:00:00
CMP01360,C0677,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-04-30 00:00:00
CMP01361,C0328,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-10-24 00:00:00
CMP01362,C0895,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-07-11 00:00:00
CMP01363,C0914,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-02-14 00:00:00
CMP01364,C0296,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-08-20 00:00:00
CMP01365,C0410,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-06-01 00:00:00
CMP01366,C0283,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-02-19 00:00:00
CMP01367,C0571,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-03-30 00:00:00
CMP01368,C0263,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-06-28 00:00:00
CMP01369,C0928,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-10-05 00:00:00
CMP01370,C0114,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-02-07 00:00:00
CMP01371,C0647,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-10-10 00:00:00
CMP01372,C0906,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-03-01 00:00:00
CMP01373,C0190,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-07-18 00:00:00
CMP01374,C0287,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-08-23 00:00:00
CMP01375,C0674,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-03-19 00:00:00
CMP01376,C0921,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-03-29 00:00:00
CMP01377,C0067,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-06-02 00:00:00
CMP01378,C0800,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-05-16 00:00:00
CMP01379,C0971,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-10-08 00:00:00
CMP01380,C0295,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-03-26 00:00:00
CMP01381,C0401,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-10-22 00:00:00
CMP01382,C0965,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-09-29 00:00:00
CMP01383,C0259,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-07-04 00:00:00
CMP01384,C0099,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-06-16 00:00:00
CMP01385,C0711,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-08-06 00:00:00
CMP01386,C0384,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-04-02 00:00:00
CMP01387,C0813,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-08-19 00:00:00
CMP01388,C0015,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-04-29 00:00:00
CMP01389,C0820,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-10-25 00:00:00
CMP01390,C0883,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-07-19 00:00:00
CMP01391,C0912,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-05-18 00:00:00
CMP01392,C0204,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-03-11 00:00:00
CMP01393,C0905,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-05-11 00:00:00
CMP01394,C0854,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-02-20 00:00:00
CMP01395,C0575,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-04-13 00:00:00
CMP01396,C0476,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-08-22 00:00:00
CMP01397,C0153,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-04-10 00:00:00
CMP01398,C0075,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-03-28 00:00:00
CMP01399,C0194,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-02-04 00:00:00
CMP01400,C0213,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-03-24 00:00:00
CMP01401,C0020,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-10-04 00:00:00
CMP01402,C0908,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-09-15 00:00:00
CMP01403,C0309,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-08-08 00:00:00
CMP01404,C0236,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-03-22 00:00:00
CMP01405,C0999,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-06-13 00:00:00
CMP01406,C0584,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-01-20 00:00:00
CMP01407,C0171,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-10-21 00:00:00
CMP01408,C0051,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-03-17 00:00:00
CMP01409,C0322,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-09-20 00:00:00
CMP01410,C0647,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-07-12 00:00:00
CMP01411,C0448,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-07-06 00:00:00
CMP01412,C0522,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-07-26 00:00:00
CMP01413,C0556,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-09-12 00:00:00
CMP01414,C0990,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-09-07 00:00:00
CMP01415,C0537,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-01-19 00:00:00
CMP01416,C0138,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-09-14 00:00:00
CMP01417,C0421,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-07-06 00:00:00
CMP01418,C0598,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-03-01 00:00:00
CMP01419,C0412,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-07-16 00:00:00
CMP01420,C0778,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-03-09 00:00:00
CMP01421,C0006,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-07-26 00:00:00
CMP01422,C0938,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-10-22 00:00:00
CMP01423,C0777,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-05-20 00:00:00
CMP01424,C0477,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-03-02 00:00:00
CMP01425,C0401,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-10-22 00:00:00
CMP01426,C0331,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-07-05 00:00:00
CMP01427,C0253,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-01-31 00:00:00
CMP01428,C0312,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-04-22 00:00:00
CMP01429,C0845,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-08-08 00:00:00
CMP01430,C0115,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-01-09 00:00:00
CMP01431,C0709,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-07-25 00:00:00
CMP01432,C0239,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-05-06 00:00:00
CMP01433,C0189,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-10-13 00:00:00
CMP01434,C0140,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-06-15 00:00:00
CMP01435,C0783,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-04-26 00:00:00
CMP01436,C0744,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-02-03 00:00:00
CMP01437,C0239,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-09-27 00:00:00
CMP01438,C0851,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-03-21 00:00:00
CMP01439,C0801,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-09-10 00:00:00
CMP01440,C0395,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-05-04 00:00:00
CMP01441,C0080,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-06-02 00:00:00
CMP01442,C0766,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-07-29 00:00:00
CMP01443,C0532,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-01-05 00:00:00
CMP01444,C0519,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-08-28 00:00:00
CMP01445,C0593,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-01-26 00:00:00
CMP01446,C0640,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-01-13 00:00:00
CMP01447,C0518,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-08-09 00:00:00
CMP01448,C0705,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-03-19 00:00:00
CMP01449,C0394,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-03-07 00:00:00
CMP01450,C0663,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-07-09 00:00:00
CMP01451,C0065,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-08-19 00:00:00
CMP01452,C0464,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-08-13 00:00:00
CMP01453,C0329,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-08-04 00:00:00
CMP01454,C0294,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-01-19 00:00:00
CMP01455,C0600,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-08-31 00:00:00
CMP01456,C0777,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-10-05 00:00:00
CMP01457,C0766,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-03-15 00:00:00
CMP01458,C0691,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-09-06 00:00:00
CMP01459,C0943,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-05-10 00:00:00
CMP01460,C0923,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-08-09 00:00:00
CMP01461,C0808,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-10-21 00:00:00
CMP01462,C0035,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-07-26 00:00:00
CMP01463,C0386,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-10-19 00:00:00
CMP01464,C0398,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-09-05 00:00:00
CMP01465,C0682,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-09-24 00:00:00
CMP01466,C0190,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-05-28 00:00:00
CMP01467,C0771,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-03-14 00:00:00
CMP01468,C0336,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-06-17 00:00:00
CMP01469,C0313,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-06-26 00:00:00
CMP01470,C0473,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-04-06 00:00:00
CMP01471,C0771,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-10-14 00:00:00
CMP01472,C0790,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-03-14 00:00:00
CMP01473,C0339,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-10-17 00:00:00
CMP01474,C0352,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-06-14 00:00:00
CMP01475,C0950,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-09-23 00:00:00
CMP01476,C0274,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-07-08 00:00:00
CMP01477,C0640,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-07-09 00:00:00
CMP01478,C0721,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-07-09 00:00:00
CMP01479,C0705,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-08-25 00:00:00
CMP01480,C0160,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-07-22 00:00:00
CMP01481,C0517,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-01-23 00:00:00
CMP01482,C0347,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-08-10 00:00:00
CMP01483,C0791,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-04-13 00:00:00
CMP01484,C0652,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-03-28 00:00:00
CMP01485,C0675,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-06-28 00:00:00
CMP01486,C0927,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-07-09 00:00:00
CMP01487,C0366,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-02-20 00:00:00
CMP01488,C0235,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-09-15 00:00:00
CMP01489,C0544,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-03-04 00:00:00
CMP01490,C0184,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-06-04 00:00:00
CMP01491,C0675,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-24 00:00:00
CMP01492,C0009,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-20 00:00:00
CMP01493,C0499,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-09-21 00:00:00
CMP01494,C0607,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-07-16 00:00:00
CMP01495,C0443,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-03-11 00:00:00
CMP01496,C0086,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-10-16 00:00:00
CMP01497,C0467,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-07-13 00:00:00
CMP01498,C0650,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-07-01 00:00:00
CMP01499,C0993,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-08-08 00:00:00
CMP01500,C0923,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-08-19 00:00:00
CMP01501,C0770,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-02-11 00:00:00
CMP01502,C0195,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-08-21 00:00:00
CMP01503,C0277,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-03-09 00:00:00
CMP01504,C0391,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-06-23 00:00:00
CMP01505,C0094,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-08-26 00:00:00
CMP01506,C0659,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-05-29 00:00:00
